q_no,response_no,q_text,q_responses,q_weighting,indicator,output_name,type_f_b,rough_percent_contribution,dependancies,checked
F56,F56_3,Non-consumptive Uses - Actual or Potential,"Within the AA or within 100 m of its edge, there is an interpretive center, trails with nature-focused interpretive signs or brochures, and/or regular guided nature tours.",NA,WB,Recrea13v,Benefit,NA,NA,1
F56,F56_1,Non-consumptive Uses - Actual or Potential,"For an average person, walking is physically possible in (not just near) >5% of the AA during most of the growing season, e.g., free of deep water and dense shrub thickets.",NA,RSB,Recrea14v,Benefit,NA,NA,unsure calc?
F56,F56_2,Non-consumptive Uses - Actual or Potential,"Maintained roads, parking areas, or summertime hiking trails are within 10 m of the AA, or the AA can be accessed part of the year by boats arriving via contiguous waters.",NA,RSB,Recrea14v,Benefit,NA,NA,unsure calc?
F56,F56_3,Non-consumptive Uses - Actual or Potential,"Within the AA or within 100 m of its edge, there is an interpretive center, trails with nature-focused interpretive signs or brochures, and/or regular guided nature tours.",NA,RSB,Recrea14v,Benefit,NA,NA,unsure calc?
F56,F56_1,Non-consumptive Uses - Actual or Potential,"For an average person, walking is physically possible in (not just near) >5% of the AA during most of the growing season, e.g., free of deep water and dense shrub thickets.",0,CRI,RecPoten17v,Benefit,NA,NA,1
F56,F56_2,Non-consumptive Uses - Actual or Potential,"Maintained roads, parking areas, or summertime hiking trails are within 10 m of the AA, or the AA can be accessed part of the year by boats arriving via contiguous waters.",1,CRI,RecPoten17v,Benefit,NA,NA,1
F56,F56_3,Non-consumptive Uses - Actual or Potential,"Within the AA or within 100 m of its edge, there is an interpretive center, trails with nature-focused interpretive signs or brochures, and/or regular guided nature tours.",0,CRI,RecPoten17v,Benefit,NA,NA,1
F57,F57_1,Consumptive Uses,"Low-impact timber harvest (e.g., minor firewood collecting, selective thinning)",0,PD,PlantCollect15,Benefit,NA,NA,1
F57,F57_2,Consumptive Uses,"Commercial or traditional-use harvesting of living native plants, their fruits, or mushrooms (logging excluded)",1,PD,PlantCollect15,Benefit,NA,NA,1
F57,F57_3,Consumptive Uses,Waterfowl hunting,0,PD,PlantCollect15,Benefit,NA,NA,1
F57,F57_4,Consumptive Uses,Moose hunting,0,PD,PlantCollect15,Benefit,NA,NA,1
F57,F57_5,Consumptive Uses,Fishing,0,PD,PlantCollect15,Benefit,NA,NA,1
F57,F57_6,Consumptive Uses,Trapping of furbearers,0,PD,PlantCollect15,Benefit,NA,NA,1
F57,F57_1,Consumptive Uses,"Low-impact timber harvest (e.g., minor firewood collecting, selective thinning)",1,CRI,ConsumpU10,Benefit,NA,NA,1
F57,F57_2,Consumptive Uses,"Commercial or traditional-use harvesting of living native plants, their fruits, or mushrooms (logging excluded)",1,CRI,ConsumpU10,Benefit,NA,NA,1
F57,F57_3,Consumptive Uses,Waterfowl hunting,1,CRI,ConsumpU10,Benefit,NA,NA,1
F57,F57_4,Consumptive Uses,Moose hunting,1,CRI,ConsumpU10,Benefit,NA,NA,1
F57,F57_5,Consumptive Uses,Fishing,1,CRI,ConsumpU10,Benefit,NA,NA,1
F57,F57_6,Consumptive Uses,Trapping of furbearers,0,CRI,ConsumpU10,Benefit,NA,NA,1
F58,F58_6,Focal Species Present,Caribou,NA,Sens,RareOnsite18a,Sensitivity,NA,NA,1
F58,F58_7,Focal Species Present,One or more plant species of conservation concern (see Appendix ___),NA,Sens,RareOnsite18a,Sensitivity,NA,NA,1
F58,F58_8,Focal Species Present,One or more amphibian or reptile species of conservation concern. See RareWildlife worksheet.,NA,Sens,RareOnsite18a,Sensitivity,NA,NA,1
F58,F58_9,Focal Species Present,One or more waterbird species of conservation concern. See RareWildlife worksheet.,NA,Sens,RareOnsite18a,Sensitivity,NA,NA,1
F58,review,Focal Species Present,numeric,NA,RSB,RareSpp14,Function,NA,NA,1
F58,review,Focal Species Present,numeric,NA,PD,RarePlant15,Function,NA,NA,1
F58,review,Focal Species Present,numeric,NA,RSB,RareBird14v,Benefit,NA,NA,1
F58,F58_7,Focal Species Present,one of more plants species of conservation concern,NA,PD,RarePlant15v,Benefit,NA,NA,1
F59,review,Wetland Plant Association,numeric,NA,PD,PlantRich15,Function,NA,NA,1
F6,F6_1,Flowering Shrubs,<5% of the vegetated part of the AA.,0,RSB,ShrubFlower14,Function,NA,NA,1
F6,F6_2,Flowering Shrubs,5-25% of the vegetated part of the AA.,2,RSB,ShrubFlower14,Function,NA,NA,1
F6,F6_3,Flowering Shrubs,25-50% of the vegetated part of the AA.,3,RSB,ShrubFlower14,Function,NA,NA,1
F6,F6_4,Flowering Shrubs,50-95% of the vegetated part of the AA.,4,RSB,ShrubFlower14,Function,NA,NA,1
F6,F6_5,Flowering Shrubs,>95% of the vegetated part of the AA.,5,RSB,ShrubFlower14,Function,NA,NA,1
F6,F6_1,Flowering Shrubs,<5% of the vegetated part of the AA.,0,POL,Flower16,Function,NA,NA,1
F6,F6_2,Flowering Shrubs,5-25% of the vegetated part of the AA.,2,POL,Flower16,Function,NA,NA,1
F6,F6_3,Flowering Shrubs,25-50% of the vegetated part of the AA.,3,POL,Flower16,Function,NA,NA,1
F6,F6_4,Flowering Shrubs,50-95% of the vegetated part of the AA.,5,POL,Flower16,Function,NA,NA,1
F6,F6_5,Flowering Shrubs,>95% of the vegetated part of the AA.,6,POL,Flower16,Function,NA,NA,1
F7,F7_1,Berry-producing Shrubs,<5% of the vegetated part of the AA.,0,RSB,Berries14,Function,NA,NA,1
F7,F7_2,Berry-producing Shrubs,5-25% of the vegetated part of the AA.,2,RSB,Berries14,Function,NA,NA,1
F7,F7_3,Berry-producing Shrubs,25-50% of the vegetated part of the AA.,3,RSB,Berries14,Function,NA,NA,1
F7,F7_4,Berry-producing Shrubs,50-95% of the vegetated part of the AA.,4,RSB,Berries14,Function,NA,NA,1
F7,F7_5,Berry-producing Shrubs,>95% of the vegetated part of the AA.,5,RSB,Berries14,Function,NA,NA,1
F7,F7_1,Berry-producing Shrubs,<5% of the vegetated part of the AA.,0,PD,Berrt15v,Benefit,NA,NA,1
F7,F7_2,Berry-producing Shrubs,5-25% of the vegetated part of the AA.,2,PD,Berrt15v,Benefit,NA,NA,1
F7,F7_3,Berry-producing Shrubs,25-50% of the vegetated part of the AA.,3,PD,Berrt15v,Benefit,NA,NA,1
F7,F7_4,Berry-producing Shrubs,50-95% of the vegetated part of the AA.,4,PD,Berrt15v,Benefit,NA,NA,1
F7,F7_5,Berry-producing Shrubs,>95% of the vegetated part of the AA.,5,PD,Berrt15v,Benefit,NA,NA,1
F8,F8_1,Large Snags,"None, or fewer than 8/ hectare which exceed this diameter.",0,RSB,Snags14,Function,NA,NA,1
F8,F8_2,Large Snags,"Several ( >8/hectare) and a pond, lake, or slow-flowing water wider than 10 m is within 1 km.",3,RSB,Snags14,Function,NA,NA,1
F8,F8_3,Large Snags,Several ( >8/hectare) but above not true.,2,RSB,Snags14,Function,NA,NA,1
F8,F8_1,Large Snags,"None, or fewer than 8/ hectare which exceed this diameter.",0,POL,Snags16,Function,NA,NA,1
F8,F8_2,Large Snags,"Several ( >8/hectare) and a pond, lake, or slow-flowing water wider than 10 m is within 1 km.",1,POL,Snags16,Function,NA,NA,1
F8,F8_3,Large Snags,Several ( >8/hectare) but above not true.,1,POL,Snags16,Function,NA,NA,1
F9,F9_1,Downed Wood,<2 per 10 x 10 m plot meeting these criteria.,0,POL,WoodDown16,Function,NA,NA,1
F9,F9_2,Downed Wood,2 to < 8 per 10 x 10 m plot meeting these criteria.,1,POL,WoodDown16,Function,NA,NA,1
F9,F9_3,Downed Wood,8 to 60 per 10 x 10 m plot meeting these criteria.,2,POL,WoodDown16,Function,NA,NA,1
F9,F9_4,Downed Wood,>60 per 10 x 10 m plot meeting these criteria.,3,POL,WoodDown16,Function,NA,NA,1
OF1,OF1_1,Distance to Community,<100 m,0,PD,DisTown15,Function,NA,NA,1
OF1,OF1_2,Distance to Community,100 - 500 m,2,PD,DisTown15,Function,NA,NA,1
OF1,OF1_3,Distance to Community,0.5 - 1 km,3,PD,DisTown15,Function,NA,NA,1
OF1,OF1_4,Distance to Community,1 - 5 km,5,PD,DisTown15,Function,NA,NA,1
OF1,OF1_5,Distance to Community,> 5 km,6,PD,DisTown15,Function,NA,NA,1
OF12,OF12_1,Unvegetated Surface in the WAU,<10%.,0,STR,ImpervRCA20,Stressor,NA,NoCA,1
OF12,OF12_2,Unvegetated Surface in the WAU,10 to 25%.,1,STR,ImpervRCA20,Stressor,NA,NoCA,1
OF12,OF12_3,Unvegetated Surface in the WAU,>25%.,2,STR,ImpervRCA20,Stressor,NA,NoCA,1
OF12,OF12_1,Unvegetated Surface in the WAU,<10%.,4,APP,UnvegCA8,Function,NA,NA,1
OF12,OF12_2,Unvegetated Surface in the WAU,10 to 25%.,1,APP,UnvegCA8,Function,NA,NA,1
OF12,OF12_3,Unvegetated Surface in the WAU,>25%.,0,APP,UnvegCA8,Function,NA,NA,1
OF12,OF12_1,Unvegetated Surface in the WAU,<10%.,4,FH,UnvegCA10,Function,NA,NA,1
OF12,OF12_2,Unvegetated Surface in the WAU,10 to 25%.,1,FH,UnvegCA10,Function,NA,NA,1
OF12,OF12_3,Unvegetated Surface in the WAU,>25%.,0,FH,UnvegCA10,Function,NA,NA,1
OF12,OF12_1,Unvegetated Surface in the WAU,<10%.,4,AM,Imperv11,Function,NA,NA,1
OF12,OF12_2,Unvegetated Surface in the WAU,10 to 25%.,1,AM,Imperv11,Function,NA,NA,1
OF12,OF12_3,Unvegetated Surface in the WAU,>25%.,0,AM,Imperv11,Function,NA,NA,1
OF12,OF12_1,Unvegetated Surface in the WAU,<10%.,0,PD,Imperv15,Function,NA,NA,1
OF12,OF12_2,Unvegetated Surface in the WAU,10 to 25%.,1,PD,Imperv15,Function,NA,NA,1
OF12,OF12_3,Unvegetated Surface in the WAU,>25%.,4,PD,Imperv15,Function,NA,NA,1
OF12,OF12_1,Unvegetated Surface in the WAU,<10%.,0,POL,Imperv16,Function,NA,NA,check if used?
OF12,OF12_2,Unvegetated Surface in the WAU,10 to 25%.,1,POL,Imperv16,Function,NA,NA,check if used?
OF12,OF12_3,Unvegetated Surface in the WAU,>25%.,4,POL,Imperv16,Function,NA,NA,check if used?
OF15,OF15_1,Burned,Binary (0/1),NA,STR,Burned20,Stressor,NA,NA,1
OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),0,Sens,Water2k18,Sensitivity,NA,NA,1
OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,2,Sens,Water2k18,Sensitivity,NA,NA,1
OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,3,Sens,Water2k18,Sensitivity,NA,NA,1
OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,4,Sens,Water2k18,Sensitivity,NA,NA,1
OF19,OF19_5,Wetland and Lakes within 2km,>0.34,6,Sens,Water2k18,Sensitivity,NA,NA,1
OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),0,RSB,LakeWetPct14,Function,NA,NA,1
OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,2,RSB,LakeWetPct14,Function,NA,NA,1
OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,3,RSB,LakeWetPct14,Function,NA,NA,1
OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,4,RSB,LakeWetPct14,Function,NA,NA,1
OF19,OF19_5,Wetland and Lakes within 2km,>0.34,5,RSB,LakeWetPct14,Function,NA,NA,1
OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),0,PD,WetVegArea15,Function,NA,NA,1
OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,2,PD,WetVegArea15,Function,NA,NA,1
OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,3,PD,WetVegArea15,Function,NA,NA,1
OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,4,PD,WetVegArea15,Function,NA,NA,1
OF19,OF19_5,Wetland and Lakes within 2km,>0.34,5,PD,WetVegArea15,Function,NA,NA,1
OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),5,RSB,LakeWetPct14v,Benefit,NA,NA,1
OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,3,RSB,LakeWetPct14v,Benefit,NA,NA,1
OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,2,RSB,LakeWetPct14v,Benefit,NA,NA,1
OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,1,RSB,LakeWetPct14v,Benefit,NA,NA,1
OF19,OF19_5,Wetland and Lakes within 2km,>0.34,0,RSB,LakeWetPct14v,Benefit,NA,NA,1
OF2,OF2_1,Distance to Frequently travelled Road,<10 m,7,STR,DistRd20,Stressor,NA,NA,1
OF2,OF2_2,Distance to Frequently travelled Road,10 - 25 m,5,STR,DistRd20,Stressor,NA,NA,1
OF2,OF2_3,Distance to Frequently travelled Road,25 - 50 m,4,STR,DistRd20,Stressor,NA,NA,1
OF2,OF2_4,Distance to Frequently travelled Road,50 - 100 m,3,STR,DistRd20,Stressor,NA,NA,1
OF2,OF2_5,Distance to Frequently travelled Road,100 - 500 m,2,STR,DistRd20,Stressor,NA,NA,1
OF2,OF2_6,Distance to Frequently travelled Road,>500 m,0,STR,DistRd20,Stressor,NA,NA,1
OF2,OF2_1,Distance to Frequently travelled Road,<10 m,0,PD,DistRd15,Function,NA,NA,1
OF2,OF2_2,Distance to Frequently travelled Road,10 - 25 m,1,PD,DistRd15,Function,NA,NA,1
OF2,OF2_3,Distance to Frequently travelled Road,25 - 50 m,2,PD,DistRd15,Function,NA,NA,1
OF2,OF2_4,Distance to Frequently travelled Road,50 - 100 m,3,PD,DistRd15,Function,NA,NA,1
OF2,OF2_5,Distance to Frequently travelled Road,100 - 500 m,5,PD,DistRd15,Function,NA,NA,1
OF2,OF2_6,Distance to Frequently travelled Road,>500 m,7,PD,DistRd15,Function,NA,NA,1
OF20,OF20_1,Fish Occurrence,"Chinook (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 miles (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,RSB,AnadFish14,Function,NA,NA,1
OF20,OF20_2,Fish Occurrence,"Chum  (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 miles (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,RSB,AnadFish14,Function,NA,NA,1
OF20,OF20_3,Fish Occurrence,"Coho/Silver (wild, not stocked)  are present in AA (enter ""3""), or in connected parts of same watershed within 5 miles (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,RSB,AnadFish14,Function,NA,NA,1
OF20,OF20_4,Fish Occurrence,"None of above, but other fish species are likely present in AA.  Or a stream connects the AA to other waters and is not known to be fishless (enter ""1"").",0,RSB,AnadFish14,Function,NA,NA,1
OF20,OF20_5,Fish Occurrence,"Is known or likely to be fishless (e.g., too small, dry, and/or not accessible even temporarily, and not stocked).",0,RSB,AnadFish14,Function,NA,NA,1
OF20,OF20_1,Fish Occurrence,"Chinook (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 miles (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",5,CRI,Fish10,Benefit,NA,NA,1
OF20,OF20_2,Fish Occurrence,"Chum  (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 miles (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",4,CRI,Fish10,Benefit,NA,NA,1
OF20,OF20_3,Fish Occurrence,"Coho/Silver (wild, not stocked)  are present in AA (enter ""3""), or in connected parts of same watershed within 5 miles (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",3,CRI,Fish10,Benefit,NA,NA,1
OF20,OF20_4,Fish Occurrence,"None of above, but other fish species are likely present in AA.  Or a stream connects the AA to other waters and is not known to be fishless (enter ""1"").",1,CRI,Fish10,Benefit,NA,NA,1
OF20,OF20_5,Fish Occurrence,"Is known or likely to be fishless (e.g., too small, dry, and/or not accessible even temporarily, and not stocked).",0,CRI,Fish10,Benefit,NA,NA,1
OF21,OF21_1,Ecological Designation,Binary (0/1),NA,RSB,Preserve14,Function,NA,NA,1
OF21,OF21_1,Ecological Designation,Binary (0/1),NA,PD,Refuge15,Function,NA,NA,1
OF21,OF21_1,Ecological Designation,Binary (0/1),NA,CRI,Refuges,Benefit,NA,NA,1
OF22,OF22_1,Protection from Intensive Uses,Binary (0/1),NA,STR,Protected20,Stressor,NA,NA,1
OF22,OF22_1,Protection from Intensive Uses,Binary (0/1),NA,RSB,Protect14,Function,NA,NA,1
OF22,OF22_1,Protection from Intensive Uses,Binary (0/1),NA,PD,Protect15,Function,NA,NA,1
OF23,OF23_1,BGC Protection Percentage,0 - 1,6,PD,PctProtected15v,Benefit,NA,NA,1
OF23,OF23_2,BGC Protection Percentage,1 - 4,5,PD,PctProtected15v,Benefit,NA,NA,1
OF23,OF23_3,BGC Protection Percentage,4 - 8,4,PD,PctProtected15v,Benefit,NA,NA,1
OF23,OF23_4,BGC Protection Percentage,8 - 12,3,PD,PctProtected15v,Benefit,NA,NA,1
OF23,OF23_5,BGC Protection Percentage,12 - 20,2,PD,PctProtected15v,Benefit,NA,NA,1
OF23,OF23_6,BGC Protection Percentage,> 20,0,PD,PctProtected15v,Benefit,NA,NA,1
OF23,OF23_1,BGC Protection Percentage,0 - 1,6,CRI,Protect17,Benefit,NA,NA,1
OF23,OF23_2,BGC Protection Percentage,1 - 4,5,CRI,Protect17,Benefit,NA,NA,1
OF23,OF23_3,BGC Protection Percentage,4 - 8,4,CRI,Protect17,Benefit,NA,NA,1
OF23,OF23_4,BGC Protection Percentage,8 - 12,3,CRI,Protect17,Benefit,NA,NA,1
OF23,OF23_5,BGC Protection Percentage,12 - 20,2,CRI,Protect17,Benefit,NA,NA,1
OF23,OF23_6,BGC Protection Percentage,> 20,0,CRI,Protect17,Benefit,NA,NA,1
OF24,OF24_1,Species of Conservation Concern,any plant species or community,NA,Sens,RareSpp18,Sensitivity,NA,NA,1
OF24,OF24_3,Species of Conservation Concern,"Either of these waterbird species of conservation concern: American Bittern, Eared Grebe.",NA,Sens,RareSpp18,Sensitivity,NA,NA,1
OF24,OF24_4,Species of Conservation Concern,"Raptor or wetland songbird species of conservation concern:  Broad-winged Hawk, Swainson's Hawk, Northern Goshawk, Peregrine Falcon, Prairie Falcon, Long-billed Curlew, Western Screech-owl, Short-eared Owl, Black Swift, Olive-sided Flycatcher, Barn Swallow, Cape May Warbler, and/or Rusty Blackbird.",NA,Sens,RareSpp18,Sensitivity,NA,NA,1
OF24,OF24_3,Species of Conservation Concern,any bird in list,NA,RSB,RareBird14,Function,NA,NA,check
OF24,OF24_1,Species of Conservation Concern,any plant species or community,NA,PD,RareSpp15,Function,NA,NA,1
OF24,OF24_4,Species of Conservation Concern,Any raptors of birds,NA,RSB,RareSpp14v,Benefit,NA,NA,1
OF24,OF24_1,Species of Conservation Concern,any plant species or community,NA,PD,RareSpp15v,Benefit,NA,NA,1
OF24,OF24_1,Species of Conservation Concern,any plant species or community,NA,POL,RarePlant16v,Benefit,NA,NA,1
OF26,OF26_1,Degree Days Index,numeric,NA,Sens,_Gdd18,Sensitivity,NA,NA,1
OF26,NA,Degree Days Index,NA,NA,PR,GrowD4,Function,NA,NA,1
OF26,OF26_1,Degree Days Index,numeric,NA,AM,Ddays11,Function,NA,NA,1
OF30,OF30_1,Road Density Within AA's Buffer,< 0.12 km/km2,0,STR,RdDens20,Stressor,NA,NA,1
OF30,OF30_2,Road Density Within AA's Buffer,0.12 – 0.30 km/km2,2,STR,RdDens20,Stressor,NA,NA,1
OF30,OF30_3,Road Density Within AA's Buffer,> 0.30 km/km2,3,STR,RdDens20,Stressor,NA,NA,1
OF30,OF30_1,Road Density Within AA's Buffer,< 0.12 km/km2,3,PD,RdDens15,Function,NA,NA,1
OF30,OF30_2,Road Density Within AA's Buffer,0.12 – 0.30 km/km2,1,PD,RdDens15,Function,NA,NA,1
OF30,OF30_3,Road Density Within AA's Buffer,> 0.30 km/km2,0,PD,RdDens15,Function,NA,NA,1
OF30,OF30_1,Road Density Within AA's Buffer,< 0.12 km/km2,0,CRI,RdDens17,Benefit,NA,NA,1
OF30,OF30_2,Road Density Within AA's Buffer,0.12 – 0.30 km/km2,1,CRI,RdDens17,Benefit,NA,NA,1
